user_input,reference_contexts,reference,persona_name,query_style,query_length,synthesizer_name
how i use CURL for make thread in langsmith if sdk no support webhook endpoint?,"['# Use webhooks\nSource: https://docs.langchain.com/langsmith/use-webhooks\n\n\n\nWebhooks enable event-driven communication from your LangSmith application to external services. For example, you may want to issue an update to a separate service once an API call to LangSmith has finished running.\n\nMany LangSmith endpoints accept a `webhook` parameter. If this parameter is specified by an endpoint that can accept POST requests, LangSmith will send a request at the completion of a run.\n\nWhen working with LangSmith, you may want to use webhooks to receive updates after an API call completes. Webhooks are useful for triggering actions in your service once a run has finished processing. To implement this, you need to expose an endpoint that can accept `POST` requests and pass this endpoint as a `webhook` parameter in your API request.\n\nCurrently, the SDK does not provide built-in support for defining webhook endpoints, but you can specify them manually using API requests.\n\n##  Supported endpoints\n\nThe following API endpoints accept a `webhook` parameter:\n\n| Operation            | HTTP Method | Endpoint                          |\n| -------------------- | ----------- | --------------------------------- |\n| Create Run           | `POST`      | `/thread/{thread_id}/runs`        |\n| Create Thread Cron   | `POST`      | `/thread/{thread_id}/runs/crons`  |\n| Stream Run           | `POST`      | `/thread/{thread_id}/runs/stream` |\n| Wait Run             | `POST`      | `/thread/{thread_id}/runs/wait`   |\n| Create Cron          | `POST`      | `/runs/crons`                     |\n| Stream Run Stateless | `POST`      | `/runs/stream`                    |\n| Wait Run Stateless   | `POST`      | `/runs/wait`                      |\n\nIn this guide, we’ll show how to trigger a webhook after streaming a run.\n\n##  Set up your assistant and thread\n\nBefore making API calls, set up your assistant and thread.\n\n<Tabs>\n  <Tab title=""Python"">\n    ```python theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n    from langgraph_sdk import get_client\n\n    client = get_client(url=<DEPLOYMENT_URL>)\n    assistant_id = ""agent""\n    thread = await client.threads.create()\n    print(thread)\n    ```\n  </Tab>\n\n  <Tab title=""JavaScript"">\n    ```js theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n    import { Client } from ""@langchain/langgraph-sdk"";\n\n    const client = new Client({ apiUrl: <DEPLOYMENT_URL> });\n    const assistantID = ""agent"";\n    const thread = await client.threads.create();\n    console.log(thread);\n    ```\n  </Tab>\n\n  <Tab title=""CURL"">\n    ```bash theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n    curl --request POST \\\n        --url <DEPLOYMENT_URL>/assistants/search \\\n        --header \'Content-Type: application/json\' \\\n        --data \'{ ""limit"": 10, ""offset"": 0 }\' | jq -c \'map(select(.config == null or .config == {})) | .[0]\' && \\\n    curl --request POST \\\n        --url <DEPLOYMENT_URL>/threads \\\n        --header \'Content-Type: application/json\' \\\n        --data \'{}\'\n    ```\n  </Tab>\n</Tabs>\n\nExample response:\n\n```json theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n{\n    ""thread_id"": ""9dde5490-2b67-47c8-aa14-4bfec88af217"",\n    ""created_at"": ""2024-08-30T23:07:38.242730+00:00"",\n    ""updated_at"": ""2024-08-30T23:07:38.242730+00:00"",\n    ""metadata"": {},\n    ""status"": ""idle"",\n    ""config"": {},\n    ""values"": null\n}\n```\n\n## ']","Since the SDK does not provide built-in support for defining webhook endpoints, you can specify them manually using API requests. To create a thread using CURL, you can perform a POST request to the <DEPLOYMENT_URL>/threads endpoint with an empty data object, as shown in the provided documentation example.",Elena Vance,POOR_GRAMMAR,MEDIUM,single_hop_specific_query_synthesizer
how i use webhook in Python for langsmith run and what endpoint i need for it?,"['<1-hop>\n\nUse a webhook with a graph run\n\nTo use a webhook, specify the `webhook` parameter in your API request. When the run completes, LangSmith sends a `POST` request to the specified webhook URL.\n\nFor example, if your server listens for webhook events at `https://my-server.app/my-webhook-endpoint`, include this in your request:\n\n<Tabs>\n  <Tab title=""Python"">\n    ```python theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n    input = { ""messages"": [{ ""role"": ""user"", ""content"": ""Hello!"" }] }\n\n    async for chunk in client.runs.stream(\n        thre', '<2-hop>\n\n# Use webhooks\nSource: https://docs.langchain.com/langsmith/use-webhooks\n\n\n\nWebhooks enable event-driven communication from your LangSmith application to external services. For example, you may want to issue an update to a separate service once an API call to LangSmith has finished running.\n\nMany LangSmith endpoints accept a `webhook` parameter. If this parameter is specified by an endpoint that can accept POST requests, LangSmith will send a request at the completion of a run.\n\nWhen working with LangSmith, you may want to use webhooks to receive updates after an API call completes. Webhooks are useful for triggering actions in your service once a run has finished processing. To implement this, you need to expose an endpoint that can accept `POST` requests and pass this endpoint as a `webhook` parameter in your API request.\n\nCurrently, the SDK does not provide built-in support for defining webhook endpoints, but you can specify them manually using API requests.\n\n##  Supported endpoints\n\nThe following API endpoints accept a `webhook` parameter:\n\n| Operation            | HTTP Method | Endpoint                          |\n| -------------------- | ----------- | --------------------------------- |\n| Create Run           | `POST`      | `/thread/{thread_id}/runs`        |\n| Create Thread Cron   | `POST`      | `/thread/{thread_id}/runs/crons`  |\n| Stream Run           | `POST`      | `/thread/{thread_id}/runs/stream` |\n| Wait Run             | `POST`      | `/thread/{thread_id}/runs/wait`   |\n| Create Cron          | `POST`      | `/runs/crons`                     |\n| Stream Run Stateless | `POST`      | `/runs/stream`                    |\n| Wait Run Stateless   | `POST`      | `/runs/wait`                      |\n\nIn this guide, we’ll show how to trigger a webhook after streaming a run.\n\n##  Set up your assistant and thread\n\nBefore making API calls, set up your assistant and thread.\n\n<Tabs>\n  <Tab title=""Python"">\n    ```python theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n    from langgraph_sdk import get_client\n\n    client = get_client(url=<DEPLOYMENT_URL>)\n    assistant_id = ""agent""\n    thread = await client.threads.create()\n    print(thread)\n    ```\n  </Tab>\n\n  <Tab title=""JavaScript"">\n    ```js theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n    import { Client } from ""@langchain/langgraph-sdk"";\n\n    const client = new Client({ apiUrl: <DEPLOYMENT_URL> });\n    const assistantID = ""agent"";\n    const thread = await client.threads.create();\n    console.log(thread);\n    ```\n  </Tab>\n\n  <Tab title=""CURL"">\n    ```bash theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n    curl --request POST \\\n        --url <DEPLOYMENT_URL>/assistants/search \\\n        --header \'Content-Type: application/json\' \\\n        --data \'{ ""limit"": 10, ""offset"": 0 }\' | jq -c \'map(select(.config == null or .config == {})) | .[0]\' && \\\n    curl --request POST \\\n        --url <DEPLOYMENT_URL>/threads \\\n        --header \'Content-Type: application/json\' \\\n        --data \'{}\'\n    ```\n  </Tab>\n</Tabs>\n\nExample response:\n\n```json theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n{\n    ""thread_id"": ""9dde5490-2b67-47c8-aa14-4bfec88af217"",\n    ""created_at"": ""2024-08-30T23:07:38.242730+00:00"",\n    ""updated_at"": ""2024-08-30T23:07:38.242730+00:00"",\n    ""metadata"": {},\n    ""status"": ""idle"",\n    ""config"": {},\n    ""values"": null\n}\n```\n\n## ']","To use a webhook in Python with LangSmith, you must specify the webhook parameter in your API request, which will trigger LangSmith to send a POST request to your specified URL once the run completes. You can implement this by setting up your assistant and thread using the langgraph_sdk client. Regarding the endpoints, you can use any endpoint that accepts a POST request and supports the webhook parameter, such as /thread/{thread_id}/runs, /thread/{thread_id}/runs/stream, /thread/{thread_id}/runs/wait, /runs/crons, or /runs/stream.",,,,multi_hop_specific_query_synthesizer
How does the LangChain Smith API resolve commit identifiers when retrieving data from a repository?,"['# Get a commit\nSource: https://docs.langchain.com/langsmith/smith-api/commits/get-a-commit\n\n/langsmith/langsmith-platform-openapi.json get /commits/{owner}/{repo}/{commit}\nRetrieves a specific commit by hash, tag, or ""latest"" for a repository.\nThis endpoint supports both authenticated and unauthenticated access.\nAuthenticated users can access private repos, while unauthenticated users can only access public repos.\nCommit resolution logic:\n- ""latest"" or empty: Get the most recent commit\n- Less than 8 characters: Only check for tags\n- 8 or more characters: Prioritize commit hash over tag, check both']","The LangChain Smith API resolves commit identifiers using specific logic: if the identifier is ""latest"" or empty, it retrieves the most recent commit. If the identifier is less than 8 characters, it only checks for tags. If the identifier is 8 or more characters, the system prioritizes the commit hash over a tag, though it checks for both.",Elena Vance,WEB_SEARCH_LIKE,LONG,single_hop_specific_query_synthesizer
How do I set Ollama as the default model in the config.toml file?,"['# Config file\nSource: https://docs.langchain.com/oss/javascript/deepagents/code/config-file\n\nConfigure model providers, defaults, retries, and gateways in config.toml\n\n`~/.deepagents/config.toml` lets you customize model providers, set defaults, and pass extra parameters to model constructors. For environment variables and inspection commands, see [Configuration](/oss/javascript/deepagents/code/configuration). This page covers:\n\n* **Defaults**: pin a [default model](#default-and-recent-model) or [agent](#default-and-recent-agent).\n* **Provider setup**: the [`[models.providers.<name>]` table](#provider-configuration), [constructor params](#model-constructor-params), [retries](#retries), [profile overrides](#profile-overrides-advanced), and [adding models to the `/model` switcher](#adding-models-to-the-interactive-switcher).\n* **Custom endpoints and providers**: [custom base URLs](#custom-base-url), [OpenAI- or Anthropic-compatible APIs](#compatible-apis), and [arbitrary providers](#arbitrary-providers).\n* **Endpoints and gateways**: how [API keys and base URLs resolve together](#endpoints-keys-and-gateways), including through a managed gateway.\n\n##  Default and recent model\n\n```toml theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n[models]\ndefault = ""ollama:qwen3:4b""             # your intentional long-term preference\nrecent = ""google_genai:gemini-3.5-flash""   # last /model switch (written automatically)\n```\n\n`[models].default` always takes priority over `[models].recent`. The `/model` command only writes to `[models].recent`, so your configured default is never overwritten by mid-session switches. To remove the default, use `/model --default --clear` or delete the `default` key from the config file.\n\n##  Default and recent agent\n\n```toml theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n[agents]\ndefault = ""backend-dev""  # your intentional long-term preference (Ctrl+S in /agents picker)\nrecent = ""frontend-dev""  # last /agents switch (written automatically)\n```\n\n`[agents].default` always takes priority over `[agents].recent`. Selecting an agent in the `/agents` picker with `Enter` writes to `recent`; pressing `Ctrl+S` on the highlighted row pins it as `default`. Pressing `Ctrl+S` again on the same row clears the default.\n\nExplicit `-a`/`--agent` always overrides both, and `-r`/`--resume` bypasses both so the thread\'s original agent is restored. See [Command reference](/oss/javascript/deepagents/code/cli-reference#command-line-options) for related flags.\n\n## ']","To set Ollama as your default model, you should define it within the [models] section of your ~/.deepagents/config.toml file using the syntax: default = ""ollama:qwen3:4b"". This configuration ensures your intentional long-term preference takes priority over any recent model switches.",Elena Vance,WEB_SEARCH_LIKE,SHORT,single_hop_specific_query_synthesizer
how i use Google model in create_deep_agent for my code?,"['# Tools\nSource: https://docs.langchain.com/oss/python/deepagents/tools\n\nConnect Deep Agents to custom functions, APIs, databases, and any MCP server\n\nDeep Agents can call any tool you define, any [LangChain tool](https://python.langchain.com/docs/concepts/tools/), and tools from any [MCP server](#mcp-tools).\nPass them to `create_deep_agent` via the `tools=` parameter alongside the [built-in harness tools](/oss/python/deepagents/overview#execution-environment) for planning, file management, and subagent spawning.\n\n<CodeGroup>\n  ```python Google theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n  from deepagents import create_deep_agent\n\n\n  agent = create_deep_agent(\n      model=""google_genai:gemini-3.5-flash"",\n      tools=[search, fetch_url, run_query],\n  )\n  ```\n\n  ```python OpenAI theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n  from deepagents import create_deep_agent\n\n\n  agent = create_deep_agent(\n      model=""openai:gpt-5.5"",\n      tools=[search, fetch_url, run_query],\n  )\n  ```\n\n  ```python Anthropic theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n  from deepagents import create_deep_agent\n\n\n  agent = create_deep_agent(\n      model=""anthropic:claude-sonnet-4-6"",\n      tools=[search, fetch_url, run_query],\n  )\n  ```\n\n  ```python OpenRouter theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n  from deepagents import create_deep_agent\n\n\n  agent = create_deep_agent(\n      model=""openrouter:z-ai/glm-5.2"",\n      tools=[search, fetch_url, run_query],\n  )\n  ```\n\n  ```python Fireworks theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n  from deepagents import create_deep_agent\n\n\n  agent = create_deep_agent(\n      model=""fireworks:accounts/fireworks/models/glm-5p2"",\n      tools=[search, fetch_url, run_query],\n  )\n  ```\n\n  ```python Baseten theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n  from deepagents import create_deep_agent\n\n\n  agent = create_deep_agent(\n      model=""baseten:zai-org/GLM-5.2"",\n      tools=[search, fetch_url, run_query],\n  )\n  ```\n\n  ```python Ollama theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n  from deepagents import create_deep_agent\n\n\n  agent = create_deep_agent(\n      model=""ollama:north-mini-code-1.0"",\n      tools=[search, fetch_url, run_query],\n  )\n  ```\n</CodeGroup>\n\n## ']","To use a Google model in create_deep_agent, you should set the model parameter to ""google_genai:gemini-3.5-flash"" when calling the function.",Elena Vance,POOR_GRAMMAR,MEDIUM,single_hop_specific_query_synthesizer
"How can LangChain tools be integrated into Deep Agents, and what is the process for defining the schema when using custom functions?","['<1-hop>\n\nCustom tools\n\nPass any callable, such as plain functions, LangChain `@tool`-decorated functions, or tool dicts—directly to `tools=`.\nDeep Agents infers the tool schema from the function signature and docstring, so you don\'t need to define a separate schema in most cases.\n\n<CodeGroup>\n  ```python Google theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n  import os\n  from typing import Literal\n  from tavily import TavilyClient\n  from deepagents import create_deep_agent\n\n  tavily_client = TavilyClient(api_key=os.environ[""TAVILY_API_KEY""])\n\n\n  def internet_search(\n      query: str,\n      max_results: int = 5,\n      topic: Literal[""general"", ""news"", ""finance""] = ""general"",\n      include_raw_content: bool = False,\n  ):\n      """"""Run a web search""""""\n      return tavily_client.search(\n          query,\n          max_results=max_results,\n          include_raw_content=include_raw_content,\n          topic=topic,\n      )\n\n\n  agent = create_deep_agent(\n      model=""google_genai:gemini-3.5-flash"",\n      tools=[internet_search],\n  )\n  ```\n\n  ```python OpenAI theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n  import os\n  from typing import Literal\n  from tavily import TavilyClient\n  from deepagents import create_deep_agent\n\n  tavily_client = TavilyClient(api_key=os.environ[""TAVILY_API_KEY""])\n\n\n  def internet_search(\n      query: str,\n      max_results: int = 5,\n      topic: Literal[""general"", ""news"", ""finance""] = ""general"",\n      include_raw_content: bool = False,\n  ):\n      """"""Run a web search""""""\n      return tavily_client.search(\n          query,\n          ma', '<2-hop>\n\n# Tools\nSource: https://docs.langchain.com/oss/python/deepagents/tools\n\nConnect Deep Agents to custom functions, APIs, databases, and any MCP server\n\nDeep Agents can call any tool you define, any [LangChain tool](https://python.langchain.com/docs/concepts/tools/), and tools from any [MCP server](#mcp-tools).\nPass them to `create_deep_agent` via the `tools=` parameter alongside the [built-in harness tools](/oss/python/deepagents/overview#execution-environment) for planning, file management, and subagent spawning.\n\n<CodeGroup>\n  ```python Google theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n  from deepagents import create_deep_agent\n\n\n  agent = create_deep_agent(\n      model=""google_genai:gemini-3.5-flash"",\n      tools=[search, fetch_url, run_query],\n  )\n  ```\n\n  ```python OpenAI theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n  from deepagents import create_deep_agent\n\n\n  agent = create_deep_agent(\n      model=""openai:gpt-5.5"",\n      tools=[search, fetch_url, run_query],\n  )\n  ```\n\n  ```python Anthropic theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n  from deepagents import create_deep_agent\n\n\n  agent = create_deep_agent(\n      model=""anthropic:claude-sonnet-4-6"",\n      tools=[search, fetch_url, run_query],\n  )\n  ```\n\n  ```python OpenRouter theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n  from deepagents import create_deep_agent\n\n\n  agent = create_deep_agent(\n      model=""openrouter:z-ai/glm-5.2"",\n      tools=[search, fetch_url, run_query],\n  )\n  ```\n\n  ```python Fireworks theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n  from deepagents import create_deep_agent\n\n\n  agent = create_deep_agent(\n      model=""fireworks:accounts/fireworks/models/glm-5p2"",\n      tools=[search, fetch_url, run_query],\n  )\n  ```\n\n  ```python Baseten theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n  from deepagents import create_deep_agent\n\n\n  agent = create_deep_agent(\n      model=""baseten:zai-org/GLM-5.2"",\n      tools=[search, fetch_url, run_query],\n  )\n  ```\n\n  ```python Ollama theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\n  from deepagents import create_deep_agent\n\n\n  agent = create_deep_agent(\n      model=""ollama:north-mini-code-1.0"",\n      tools=[search, fetch_url, run_query],\n  )\n  ```\n</CodeGroup>\n\n## ']","Deep Agents can integrate LangChain tools by passing them directly to the tools parameter within the create_deep_agent function. Regarding custom functions, you can pass any callable, such as plain functions or LangChain @tool-decorated functions, directly to the tools parameter. In most cases, you do not need to define a separate schema because Deep Agents automatically infers the tool schema from the function signature and docstring.",,,,multi_hop_specific_query_synthesizer
how i use GitHub in langsmith for deploy my agent server?,"['# LangSmith control plane\nSource: https://docs.langchain.com/langsmith/control-plane\n\n\n\nThe *control plane* is the part of LangSmith that manages deployments. It includes the control plane UI, where users create and update [Agent Servers](/langsmith/agent-server), and the control plane APIs, which support the UI and provide programmatic access.\n\nWhen you make an update through the control plane, the update is stored in the control plane state. The [data plane](/langsmith/data-plane) “listener” polls for these updates by calling the control plane APIs. The control plane never connects to the data plane directly.\n\n##  Control plane UI\n\nFrom the control plane UI, you can:\n\n* View a list of outstanding deployments.\n* View details of an individual deployment.\n* Create a new deployment.\n* Update a deployment.\n* Update environment variables for a deployment.\n* View build and server logs of a deployment.\n* View deployment metrics such as CPU and memory usage.\n* Delete a deployment.\n\nThe Control plane UI is embedded in [LangSmith](https://docs.smith.langchain.com).\n\n##  Control plane API\n\nThis section describes the data model of the control plane API. The API is used to create, update, and delete deployments. See the [control plane API reference](/langsmith/api-ref-control-plane) for more details.\n\n### Integrations\n\nAn integration is an abstraction for a `git` repository provider (e.g. GitHub). It contains all of the required metadata needed to connect with and deploy from a `git` repository.\n\n### Deployments\n\nA deployment is an instance of an Agent Server. A single deployment can have many revisions.\n\n### Revisions\n\nA revision is an iteration of a deployment. When a new deployment is created, an initial revision is automatically created. To deploy code changes or update secrets for a deployment, a new revision must be created.\n\n### Listeners\n\nA listener is an instance of a [""listener"" application](/langsmith/data-plane#listener-application). A listener contains metadata about the application (e.g. version) and metadata about the compute infrastructure where it can deploy to (e.g. Kubernetes namespaces).\n\n##  Control plane features\n\nThis section describes various features of the control plane. For platform-specific behavior such as Cloud deployment types or self-hosted resource customization, see [Cloud platform features](/langsmith/cloud-platform-features) or [Deploy to self-hosted](/langsmith/deploy-to-self-hosted-overview).\n\n### ']","In LangSmith, GitHub is considered an integration, which is an abstraction for a git repository provider. This integration contains all the necessary metadata required to connect with and deploy from a git repository.",Elena Vance,POOR_GRAMMAR,MEDIUM,single_hop_specific_query_synthesizer
how the Agent Server metrics work and what happen when we make new deployment in the infrastructure?,"['<1-hop>\n\nAsynchronous deployment\n\nInfrastructure for deployments and revisions are provisioned and deployed asynchronously. They are not deployed immediately after submission. Currently, deployment can take up to several minutes.\n\n* When a new deployment is created, a new database is created for the deployment. Database creation is a one-time step. This step contributes to a longer deployment time for the initial revision of the deployment.\n* When a subsequent revision is created for a deployment, there is no database creation step. The deployment time for a subsequent revision is significantly faster compared to the deployment time of the initial revision.\n* The deployment process for each revision contains a build step, which can take up to a few minutes.\n\nThe control plane and [data plane](/langsmith/data-plane) ""listener"" application coordinate to achieve asynchronous deployments.\n\n###  Monitoring\n\nAfter a deployment is ready, the control plane monitors the deployment and records various metrics, such as:\n\n* CPU and memory usage of the deployment.\n* Number of container restarts.\n* Number of replicas (this will increase with [autoscaling](/langsmith/data-plane#autoscaling)).\n* [PostgreSQL](/langsmith/data-plane#postgresql) CPU, memory usage, and disk usage.\n* [Agent Server queue](/langsmith/agent-server#task-queue) pending/active run count.\n* [Agent Server API](/langsmith/agent-server) success response count, error response count, and latency.\n\nThese metrics are displayed as charts in the Control Plane UI.\n\n### LangSm']","When a new deployment is created, the infrastructure provisions a new database, which is a one-time step that makes the initial revision take longer to deploy. Subsequent revisions are faster because they skip the database creation step, though each revision still includes a build step that takes a few minutes. Once the deployment is ready, the control plane monitors it by tracking metrics such as the Agent Server queue pending/active run count, as well as the Agent Server API success response count, error response count, and latency.",,,,multi_hop_specific_query_synthesizer
What components are included in the LangGraph Runtime object?,"['# Runtime\nSource: https://docs.langchain.com/oss/python/langchain/runtime\n\n\n\n##  Overview\n\nLangChain\'s [`create_agent`](https://reference.langchain.com/python/langchain/agents/factory/create_agent) runs on LangGraph\'s runtime under the hood.\n\nLangGraph exposes a [`Runtime`](https://reference.langchain.com/python/langgraph/runtime/Runtime) object with the following information:\n\n1. **Context**: static information like user id, db connections, or other dependencies for an agent invocation\n2. **Store**: a [BaseStore](https://reference.langchain.com/python/langchain-core/stores/BaseStore) instance used for [long-term memory](/oss/python/langchain/long-term-memory)\n3. **Stream writer**: an object used for streaming information via the `""custom""` stream mode\n4. **Execution info**: identity and retry information for the current execution (thread ID, run ID, attempt number)\n5. **Server info**: server-specific metadata when running on LangGraph Server (assistant ID, graph ID, authenticated user)\n\n<Tip>\n  Runtime context provides **dependency injection** for your tools and middleware. Instead of hardcoding values or using global state, you can inject runtime dependencies (like database connections, user IDs, or configuration) when invoking your agent. This makes your tools more testable, reusable, and flexible.\n</Tip>\n\nYou can access the runtime information within [tools](#inside-tools) and [middleware](#inside-middleware).\n\n##  Access\n\nWhen creating an agent with [`create_agent`](https://reference.langchain.com/python/langchain/agents/factory/create_agent), you can specify a `context_schema` to define the structure of the `context` stored in the agent [`Runtime`](https://reference.langchain.com/python/langgraph/runtime/Runtime).\n\nWhen invoking the agent, pass the `context` argument with the relevant configuration for the run:\n\n```python theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\nfrom dataclasses import dataclass\n\nfrom langchain.agents import create_agent\n\n\n@dataclass\nclass Context:\n    user_name: str\n\nagent = create_agent(\n    model=""gpt-5-nano"",\n    tools=[...],\n    context_schema=Context  # [!code highlight]\n)\n\nagent.invoke(\n    {""messages"": [{""role"": ""user"", ""content"": ""What\'s my name?""}]},\n    context=Context(user_name=""John Smith"")  # [!code highlight]\n)\n```\n\n### ']","The LangGraph Runtime object includes five key components: 1. Context, which holds static information such as user IDs, database connections, or other dependencies; 2. Store, a BaseStore instance for long-term memory; 3. Stream writer, used for streaming information via the ""custom"" stream mode; 4. Execution info, containing identity and retry details like thread ID, run ID, and attempt number; and 5. Server info, which provides server-specific metadata such as assistant ID, graph ID, and authenticated user when running on LangGraph Server.",Elena Vance,WEB_SEARCH_LIKE,MEDIUM,single_hop_specific_query_synthesizer
how i use LangGraph runtime for inject dependency like user name when i create agent with create_agent?,"['<1-hop>\n\n# Runtime\nSource: https://docs.langchain.com/oss/python/langchain/runtime\n\n\n\n##  Overview\n\nLangChain\'s [`create_agent`](https://reference.langchain.com/python/langchain/agents/factory/create_agent) runs on LangGraph\'s runtime under the hood.\n\nLangGraph exposes a [`Runtime`](https://reference.langchain.com/python/langgraph/runtime/Runtime) object with the following information:\n\n1. **Context**: static information like user id, db connections, or other dependencies for an agent invocation\n2. **Store**: a [BaseStore](https://reference.langchain.com/python/langchain-core/stores/BaseStore) instance used for [long-term memory](/oss/python/langchain/long-term-memory)\n3. **Stream writer**: an object used for streaming information via the `""custom""` stream mode\n4. **Execution info**: identity and retry information for the current execution (thread ID, run ID, attempt number)\n5. **Server info**: server-specific metadata when running on LangGraph Server (assistant ID, graph ID, authenticated user)\n\n<Tip>\n  Runtime context provides **dependency injection** for your tools and middleware. Instead of hardcoding values or using global state, you can inject runtime dependencies (like database connections, user IDs, or configuration) when invoking your agent. This makes your tools more testable, reusable, and flexible.\n</Tip>\n\nYou can access the runtime information within [tools](#inside-tools) and [middleware](#inside-middleware).\n\n##  Access\n\nWhen creating an agent with [`create_agent`](https://reference.langchain.com/python/langchain/agents/factory/create_agent), you can specify a `context_schema` to define the structure of the `context` stored in the agent [`Runtime`](https://reference.langchain.com/python/langgraph/runtime/Runtime).\n\nWhen invoking the agent, pass the `context` argument with the relevant configuration for the run:\n\n```python theme={""theme"":{""light"":""catppuccin-latte"",""dark"":""catppuccin-mocha""}}\nfrom dataclasses import dataclass\n\nfrom langchain.agents import create_agent\n\n\n@dataclass\nclass Context:\n    user_name: str\n\nagent = create_agent(\n    model=""gpt-5-nano"",\n    tools=[...],\n    context_schema=Context  # [!code highlight]\n)\n\nagent.invoke(\n    {""messages"": [{""role"": ""user"", ""content"": ""What\'s my name?""}]},\n    context=Context(user_name=""John Smith"")  # [!code highlight]\n)\n```\n\n### ']","To inject dependencies like a user name using the LangGraph runtime, you first define a context schema using a dataclass. When you create your agent with create_agent, you pass this schema to the context_schema parameter. Finally, when invoking the agent, you provide the specific configuration by passing the context argument with the relevant data, such as the user name.",,,,multi_hop_specific_query_synthesizer
